image,Being-away,Coherence,Scope,Fascination,Average,safe,lively,beautiful,wealthy,boring,depressing,seg_road,seg_sidewalk,seg_building,seg_wall,seg_fence,seg_traffic light,seg_traffic sign,seg_vegetation,seg_terrain,seg_sky,seg_person,seg_rider,seg_car,Canny_Edges,Hue_Mean,Saturation_Mean,Lightness_Mean
201601_114.00555478492693_22.63003206862512.png,0.2864083887604602,0.3429057512574132,0.533507035086668,0.4178735234944908,0.395173675,1.424616679,2.163663672,2.033654711,1.479988221,2.523803284,2.043615786,0.388093948,0,0.090213776,0.012171745,0.008511543,0,1.14441E-05,0.212898254,0.011109352,0.235189438,9.35E-05,0,0.040799141,22.3948431,57.56522846,41.79680538,151.9662542
202102_113.9125654_22.754369999999998.png,0.2828652802106691,0.2346990059923238,0.0888035059488537,0.3332866369954885,0.234913607,1.902775094,1.235919574,1.268002534,2.107583288,2.634822018,2.639049452,0.304076195,0.001713753,0.209270477,0.01024437,0.088430405,0,0.00060463,0.052447319,0,0.278067589,0.011341095,0.032052994,0.006199837,24.11174297,69.88647079,40.36667442,159.1760731
201311_113.8327226_22.588928800000005.png,0.4964260122705439,0.2512867977929635,0.0949544704505697,0.0797593510951027,0.230606658,0.729135055,1.831649945,1.267467042,0.527617436,3.160790253,2.760386416,0.097266197,0,0.165742874,0.078306198,0.008568764,0,0,0.38524437,0,0.218954086,0.042948723,0,0,36.17843628,45.88441181,58.97609615,128.9146938
202211_113.85560042621323_22.806993254660956.png,0.5076917911960818,0.5649640134118066,0.1979544693577392,0.4089695555083554,0.419894957,1.739452134,2.418385084,1.874606628,1.229468913,3.704579568,4.032689598,0.358164787,0.00204277,0.014490128,0.008140564,0.100191116,0,0.001057625,0.369105339,0,0.133722305,0.00607872,0.00049305,0.003736496,22.37319946,64.79667759,46.63688183,108.9408655
201311_114.158799_22.6090681.png,0.0914472790451766,0.3483231239271775,0.7233472065266855,0.7747572644378573,0.484468718,0.715584254,1.227031097,0.928751005,1.046192284,3.580224326,2.847927213,0.460786819,0.003733635,0.121170998,0.004303932,0.010446548,0,0.000668526,0.154913902,0.001190186,0.226415634,0.002911568,0.001159668,0.007793427,19.82946396,58.33133507,58.24947357,162.1387634
202211_113.78291956179339_22.7216500714381.png,0.5053529461385853,0.4564468158555777,0.649429976670681,0.3255254119139145,0.484188788,1.168856167,1.852181933,1.66068039,0.684108742,3.962197893,4.178592043,0.314533234,0.005073547,0.006710052,0.002820015,0.072497368,0.000293732,0.001401901,0.268592834,0.035425186,0.23741436,0.000365257,0.022298813,0.023593903,25.25885582,45.29004002,42.87806892,131.6404295
201312_113.9201526_22.757344299999996.png,0.3996682651970905,0.5575754064886227,0.5326953261484294,0.1128979647444847,0.400709241,1.00677536,1.424264677,1.555125318,1.276978783,2.972712433,2.316671264,0.427649498,0,0.036662102,0.001480103,0.02902317,2.19E-05,0.001254082,0.084910393,0.025463104,0.366470337,0.003342628,0,0.021629333,21.2022543,53.02837467,57.36570549,154.9300823
202212_113.9694544_22.528250199999995.png,0.7172805081423018,0.5647383786593169,0.4240289465424486,0.6265603087762642,0.583152036,1.961785588,1.68437568,1.496959423,1.934776581,2.79276029,3.107615613,0.365935326,0.006023407,0.158025742,0,0.06155014,0,0.00217247,0.187520027,0,0.183600426,0.001189232,0,0.028108597,29.11336899,56.53990555,32.70944118,143.2890587
202103_114.0214167_22.529604399999997.png,0.0997886594299729,0.7637149792527929,0.0874016831383232,0.62135781083963,0.393065783,1.968318202,1.337910332,1.172282913,1.964131308,3.567825433,3.909570804,0.332494736,0,0.386006355,1.91E-06,0.094566345,0.000123024,0.001271248,0.108139992,0,0.046095848,0.017114639,0,0.013268471,33.35698128,53.29646111,50.46688557,94.1159935
202212_113.992758_22.535601.png,0.5085785490075856,0.5642461180606669,0.8417927455476936,0.7206853140277929,0.658825682,1.365686046,1.630071717,1.934611881,1.013416151,3.817567196,4.032455984,0.444962502,0.004329681,0.095991135,0.001039505,0.008399963,0.000185966,0.003296852,0.113075256,0.008341789,0.299071312,0.001068115,0,0.010089874,13.83782387,78.02913857,27.46285534,138.7569218
202211_113.8222678_22.6425994.png,0.096944143879756,0.334134674281183,0.5391421102817409,0.4092453404170117,0.344866567,1.170012655,1.073112824,1.426261568,1.125362206,4.008303884,3.974729867,0.350050926,0.005346298,0.100050926,0,0.008584023,0,0.028755188,0.053671837,0,0.399403572,0.013701439,0.001726151,0.036265373,12.90033817,103.3746681,33.61446285,141.2851667
201403_114.291943_22.670415299999995.png,0.1008467668926974,0.3447170619882139,0.3184593408054976,0.4166885070937198,0.295177919,0.989548138,0.362025076,0.267753678,0.958483938,3.35561528,3.591004963,0.414516449,0.002252579,0.328175545,0.000300407,0.01807785,2.86E-06,0,0.055348396,9.35E-05,0.163766861,0.016135216,0,0.000938416,34.53181744,37.19385529,22.60078716,189.1671066
