image,Being-away,Coherence,Scope,Fascination,Average,safe,lively,beautiful,wealthy,boring,depressing,seg_road,seg_sidewalk,seg_building,seg_wall,seg_fence,seg_traffic light,seg_traffic sign,seg_vegetation,seg_terrain,seg_sky,seg_person,seg_rider,seg_car,Canny_Edges,Hue_Mean,Saturation_Mean,Lightness_Mean
201311_113.8327226_22.588928800000005.png,0.49642601227054395,0.25128679779296353,0.0949544704505697,0.07975935109510277,0.230606658,0.729135055,1.831649945,1.267467042,0.527617436,3.160790253,2.760386416,0.097266197,0,0.165742874,0.078306198,0.008568764,0,0,0.38524437,0,0.218954086,0.042948723,0,0,36.17843628,45.88441181,58.97609615,128.9146938
201311_113.83766518162263_22.641416403895732.png,0.07662811564585052,0.7333571904814647,0.10201105646414933,0.08990415980257717,0.250475131,1.884410598,1.90557152,2.467272133,2.022973099,1.95666184,1.684594522,0.407206535,0.000752449,0.258090019,0.002332687,0.001342773,0,0.000347137,0.077012062,0.009217262,0.23204422,0,0,0.006556511,17.34385014,86.10508442,33.71145725,173.4599133
201311_113.87865392033376_22.61317748414232.png,0.4972950266358177,0.10541300210908155,0.4304809458458664,0.09762323966851119,0.282703054,1.877009317,3.391487759,2.712833314,1.635764261,2.4815272,1.808051596,0.37124157,0.004097939,0.044892311,0.026799202,0.002142906,0,0,0.35870266,0.001648903,0.177268028,0.000123978,0,0.013082504,38.43448162,48.17869949,51.39984703,142.4447279
201311_113.882861_22.6128348.png,0.6790707957274479,0.6427790779774304,0.326932533689771,0.7338166365953623,0.595649761,3.873868827,4.45982478,4.291209444,3.661908083,0.209218315,0.334042563,0.018488884,0.000201225,0.074372292,0.034968376,0.009723663,0,0.000840187,0.484386444,0.021709442,0.126381874,0.069685936,0,0.155867577,44.89133835,66.48389244,69.08473015,114.9547672
201311_113.9022082_22.590201799999996.png,0.08228342111901316,0.11156133626169253,0.10714325883376997,0.10662095707954225,0.101902243,2.635612791,2.667837987,2.620925777,3.007233431,2.457491964,1.983173382,0.377762794,0.000154495,0.152479172,0.015441895,0.017808914,0,0,0.134003639,0.00255394,0.269861221,9.63E-05,0,0.029364586,31.16197586,62.80487633,42.43988991,167.2482004
201311_113.97215286575438_22.599851368800312.png,0.6793080134248087,0.5549760778188787,0.6312781219312339,0.4129612249764995,0.56963086,3.114616455,4.261832415,3.499373513,2.456250878,1.686576458,2.05697784,0.075723648,0.005048752,0.001215935,0.003535271,0.184874535,0,0.000680923,0.432395935,0,0.004315376,0.176423073,0,3.72E-05,51.46054745,74.36962509,68.56318283,107.1965332
201311_113.9824091_22.594394199999996.png,0.6792836166158851,0.2510948113019441,0.631839427069312,0.7359176505725328,0.574533876,2.420300326,2.819418153,2.517836966,2.605436987,1.45756204,1.454398431,0,0,0.095841408,0.176559448,0.04355526,0,0,0.405350685,0,0.250637054,0.003969193,0,0.000188828,43.43586445,58.76771069,76.5316,125.9529572
201311_113.9934635_22.605469299999996.png,0.5919258233540668,0.11689334515264307,0.8383598347874609,0.11465003407264698,0.415457259,1.334728684,2.667222887,2.064255763,1.25315488,2.420773902,1.74356993,0.004951477,0,0.030378342,0.137456894,0.011444092,0,0,0.458117485,0,0.274264336,0.069485664,0,0.003194809,39.68689442,49.91381073,89.90143108,128.1515369
201311_114.0367137_22.625328199999995.png,0.6787672564116052,0.8024825154779335,0.5311121100559857,0.6055310234335606,0.654473226,2.006478693,1.788915834,1.480324121,2.02617081,2.374654671,2.783185976,0.26225853,0.003442764,0.276414871,0.003437996,0.070796967,0,1.91E-06,0.233516693,0,0.082672119,0.009385109,0,0.010803223,43.38236332,37.75993443,44.00315189,156.3463106
201311_114.07813510000001_22.5592236.png,0.2930248216083025,0.3480354607634023,0.43021272872184174,0.7368635055606245,0.452034129,2.856274962,3.336302314,2.685843486,2.447426989,2.653434578,3.167977634,0.206133842,0.002383232,0.144359589,0.009210587,2.86E-06,0,0.00506115,0.436930656,0,0.046043396,0.025036812,0,0.109824181,46.49637222,74.63020515,53.87364292,122.3526449
