image_name,score,comparison_count
201311_113.8327226_22.588928800000005.png,0.49642601227054395,5
201311_113.83766518162263_22.641416403895732.png,0.07662811564585052,5
201311_113.87865392033376_22.61317748414232.png,0.4972950266358177,6
201311_113.882861_22.6128348.png,0.6790707957274479,6
201311_113.9022082_22.590201799999996.png,0.08228342111901316,5
201311_113.97215286575438_22.599851368800312.png,0.6793080134248087,5
201311_113.9824091_22.594394199999996.png,0.6792836166158851,5
201311_113.9934635_22.605469299999996.png,0.5919258233540668,5
201311_114.0367137_22.625328199999995.png,0.6787672564116052,6
201311_114.07813510000001_22.5592236.png,0.2930248216083025,6
201311_114.1331646_22.6036264.png,0.592720560596378,7
201311_114.158799_22.6090681.png,0.09144727904517663,6
201311_114.16919617982792_22.62714279983004.png,0.49593450104935155,7
201311_114.1708255_22.6072058.png,0.5923069785376589,7
201311_114.1832046_22.5984266.png,0.39957848391735473,5
201312_113.8235017_22.698809100000002.png,0.09111164772086955,6
201312_113.83443584337306_22.74126975401547.png,0.093665812113056,5
201312_113.8374755_22.647390599999994.png,0.680170540017521,5
201312_113.85777283738314_22.642709229323334.png,0.4951174776196243,6
201312_113.876258209507_22.67064777876147.png,0.3999397697824332,6
201312_113.8844253_22.668941099999998.png,0.09297075042308288,7
201312_113.89281280000002_22.556411099999995.png,0.5941408952285839,5
201312_113.9201526_22.757344299999996.png,0.3996682651970905,6
201312_113.93289859477152_22.800449818195553.png,0.09288615243406731,6
201312_113.9429058_22.681555399999997.png,0.09454322160517664,5
201312_113.94724641296688_22.762202944327534.png,0.09608230275783099,6
201312_113.9569087_22.710923500000003.png,0.09751864100061378,5
201312_113.96037321245348_22.71031364112373.png,0.0988648046174651,7
201312_113.9663157_22.5911024.png,0.400260848960528,9
201312_113.98020260000001_22.706513.png,0.09885712601039975,5
201312_114.02460795663488_22.690583366445924.png,0.1000263573066525,6
201312_114.1465315_22.64902.png,0.10113547664257456,6
201312_114.15496564402403_22.68774104495292.png,0.10219043418276547,9
201312_114.1675356_22.644914899999993.png,0.7844043834422836,10
201312_114.18655560000002_22.637104.png,0.10314454464212361,6
201312_114.19316369793675_22.635618175979587.png,0.4948974478056939,7
201312_114.1943834_22.631455699999997.png,0.10343764064261295,6
201312_114.2010636_22.665965500000006.png,0.10434530326347911,5
201312_114.2148053_22.727966299999995.png,0.4012498333905287,6
201312_114.22741642663604_22.6742870331036.png,0.40142253406899947,5
201312_114.2280303_22.6858936.png,0.29012433532111526,6
201312_114.23760175466754_22.742406490495853.png,0.10364900665668719,5
201312_114.2380314_22.670535799999996.png,0.29011812752441946,5
201312_114.2637641_22.694024.png,0.10469339479749154,5
201312_114.26495182895304_22.709595012731427.png,0.10545530897598815,6
201312_114.2829641_22.722505.png,0.10619157371931898,5
201312_114.297774_22.668009000000005.png,0.1069040664139839,8
201312_114.30084265157338_22.721674421737674.png,0.10759448036084611,5
201312_114.3024738_22.713602799999997.png,0.2896974727667191,7
201312_114.3081115_22.7803939.png,0.2897856126184672,6
201312_114.30882777640898_22.732776127722143.png,0.40156085270319386,6
201312_114.3115919864939_22.782113155236605.png,0.40170187419472814,9
201312_114.31522844727854_22.755518967676593.png,0.49691447230384383,7
201312_114.32047496065323_22.79014665066662.png,0.4020442543694774,5
201312_114.3210375_22.764714699999995.png,0.28980751975951996,6
201312_114.3289824_22.6672359.png,0.40205974767206987,5
201312_114.34766130644998_22.7063972838596.png,0.6861627235899532,5
201312_114.3589352_22.74361039999999.png,0.10424171306709201,6
201312_114.36616_22.6108985.png,0.7529932025785999,6
201312_114.38093593859112_22.72336363860997.png,0.4964904550251478,5
201312_114.3839314_22.616090400000004.png,0.6877057101102858,5
